wallet,total_fee,token_diversity,defi_activity_count,mint_count,tokens_minted,spl_tokens_sent,avg_tx_value,max_tx_value,median_tx_value,avg_tx_interval,std_tx_interval,unique_destinations,dest_entropy,unique_tokens,spl_transfer_count,nft_transfer_count,mint_event_count,defi_program_count,fee_per_tx,activity_score,tx_count,avg_fee,total_sent_sol,avg_tx_size,fee_ratio,defi_ratio,mint_ratio,inv_avg_interval,cluster,behavior_label,pca1,pca2
1254XgfykRGHV8UiA9EnWz8qNkGsiGFu7bw6FhtbXNRj,8010000,0,1,0,0,0,0.003,0.004,0.003,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,4005000.0,2.0,2,4005000.0,6000000.0,3000000.0,4005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5905150381306272,2.007201863181305
126pRnFUDeY7yoNwVo3cnPnmJPSSRJLFFEua2z1SuHGT,5000,0,1,0,0,0,0.000275945,0.000275945,0.000275945,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,275945.0,275945.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358400608227,-0.4461667177563739
12HH4iavPcvSGwMK2hA2YM6zM8inHmwZUUmfQ5r5jhyY,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
12r3YHoQMXkvCgm9siFwz9mW4qPCMLEADYcZrrYCcoap,40000,0,1,0,0,0,0.115288365,0.115288365,0.115288365,0.0,0.0,1,0.0,0,0,0,0,0,40000.0,1.0,1,40000.0,115288365.0,115288365.0,40000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32297143800525957,-0.43111166780485427
13DYPkp8Liz9gv4Mb34Hp4Y5MX9sw2UHAEQsuzX75Wk2,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
13FqmFJdEo1xWFc2kA9aoRSCKqDPeS5K9YGFQ4DaHKxp,31400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,31400.0,1.0,1,31400.0,1000.0,1000.0,31400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32313738339623543,-0.4355280777709543
13Ns6dFjHE3bqD3bngtZzwbcT9UXL6iryvfQQrQyc5iL,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
13nTtWA9X67itY4Hhg5LgJRKdnYhpDvc4LB9T8pNjooc,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
13pWtQ8X83C9Mm9emtSoGTkaXGYHFjZSoq9VVo7mLt41,22000,1,1,0,0,Es9vMF...:1,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,0,0,22000.0,1.0,1,22000.0,0.0,0.0,22000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.33374886757828154,-0.5753566875076086
143uApMaoJcu9UtofbmH8WuZksK3HkaPqnu4dVZmGnSp,5000,0,1,0,0,0,0.00020281,0.00020281,0.00020281,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,202810.0,202810.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235840190480518,-0.44616732044359714
14USsz5RsGUrEhbpizqpKaQkoj5tMEwoGawdhAZcoV2N,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
14cacj2s1VjwFkCnE5XMTmMwkfKDYypTdFQbisNYcYLe,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
14gQV1Czngmzo2ZhuujFV4qgx3iVZgdi5PHRtd16mYCU,10000,1,1,0,0,So1111...:1470000,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,0,0,10000.0,1.0,1,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.33395190004638237,-0.5801934628432099
14rK3GQqkpjr1q3nSt6yeBErrC9RZb2Gi85C8JYagSUB,2730000,0,1,0,0,0,0.0213988666666666,0.05366,0.01,3.4,6.8,3,1.0986122886681096,0,0,0,0,0,455000.0,1.3636363636363635,6,455000.0,128393200.0,21398866.666666668,455000.0,0.16666666666666666,0.0,0.29411764705882354,0,🟢 DeFi User,1.1493444048571053,1.1014665818969729
1Am9mKcQu8MJKzfMBG7JztZsrPaFPfUKh3BsDNe6LrW,5000,0,1,0,0,0,9e-05,9e-05,9e-05,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,90000.0,90000.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358403904763955,-0.4461682500825614
1D4V2Zd6T3wxYWrCTGDrdHH4Wt7v3hQ1kaNWPE6ownP,2415000,0,1,0,0,0,4.01678727,4.01678727,4.01678727,0.0,0.0,1,0.0,0,0,0,0,0,2415000.0,1.0,1,2415000.0,4016787270.0,4016787270.0,2415000.0,1.0,0.0,0.0,2,🐋 Whale,-0.2820962491477738,0.558318059638336
1LLLyMZvAdimbcsC4Xp7GVWiJScztEpfXVR9upyxq5G,410000,1,1,0,0,EKpQGS...:1350000,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,0,0,410000.0,1.0,1,410000.0,0.0,0.0,410000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3271841511096882,-0.4189676183231656
1VTJsceW4TmN6mCeVWDYdr3ykDXDXwPKky3r15CDKiS,10000,0,1,0,0,0,0.005,0.005,0.005,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,5000.0,2.0,2,5000.0,10000000.0,5000000.0,5000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5228385386330142,0.39496887315276913
1d539R5tbK1yK7E66h5P4KmhDpbiDRhM2c98odtrJoR,6010000,0,1,0,0,0,0.001750143,0.003,0.001750143,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,3005000.0,2.0,2,3005000.0,3500286.0,1750143.0,3005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5735950471913368,1.6041213442187947
215Xj1Grazry8QyG4gDHrheDsKbPiWtgLqpu6XjyqHhR,5000,0,1,0,0,0,0.018003714,0.018003714,0.018003714,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,18003714.0,18003714.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358086320423524,-0.44602062765078454
21HS8c7HPRdv3SzWi67bgC4XWQShECWn67ytNraAvK5Y,60000,0,2,0,0,0,0.0080019565,0.013003913,0.0080019565,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,30000.0,2.0,2,30000.0,16003913.0,8001956.5,30000.0,1.0,0.0,0.0,0,🟢 DeFi User,0.34269888227092093,0.9440311395630628
21J7soVMGKm7JE7o5dR3TbQFws3Pep9VZJxjdFKAThdt,2010000,0,1,0,0,0,0.000502667,0.001,0.000502667,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,1005000.0,2.0,2,1005000.0,1005334.0,502667.0,1005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5397556850887502,0.7979762442605559
21RKFJfmE666B3EXpPMFZYstrF3kpf8Jp6EuqNTAaAaQ,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
21ueDARKVTmoXPA3k52jChYiTTXhdnKuhAzFespjeYSs,15000,0,1,0,0,0,0.00155,0.00155,0.00155,0.0,0.0,1,0.0,0,0,0,0,0,15000.0,1.0,1,15000.0,1550000.0,1550000.0,15000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3234145864872568,-0.4421255724751201
22HuSXXspkFVWrPCf3EZEpCEcfn2kbkJ5oberKXUyhgs,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
22WLnDCeMvcoboRgVt8a4ztkd4yA1ptSv9JpnE2gx95R,55109,0,1,0,0,0,2.0155e-05,2.0155e-05,2.0155e-05,0.0,0.0,1,0.0,0,0,0,0,0,55109.0,1.0,1,55109.0,20155.0,20155.0,55109.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3227362386014797,-0.42597166105008105
22WTimCQcSatJx6Y9jHJqGHqXFGNTrmDmxWEkcy4earE,22000,1,1,0,0,7ZqzGz...:1,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,0,0,22000.0,1.0,1,22000.0,0.0,0.0,22000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.33374886757828154,-0.5753566875076086
22itCxWcrgV6sYjntPHDv8DLfHFUjRQ5jEnBuj4MPhQi,5000,0,1,0,0,0,0.058003886,0.058003886,0.058003886,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,58003886.0,58003886.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235737717500334,-0.4456909962487128
2369vNH3xwmES5Gi7X19Sr6gRKZZjLq8AYLWqdtsKRHh,72800,0,1,0,0,0,1e-06,1e-06,1e-06,75.0,0.0,2,0.6931471805599453,0,0,0,0,0,36400.0,0.0263157894736842,2,36400.0,2000.0,1000.0,36400.0,0.5,0.0,0.013333333333333334,0,🟢 DeFi User,0.5139839733288983,0.4100623860917969
23amZ7pVWFmmnpyLaeLdUC3FYQyembBcNyXWBG8H5u3d,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
23s4NnPnM38EuYr6wXBHmmn3J5eJWL9FYcuxS78f2qi3,1570001,0,2,0,0,0,5.000608641666667,14.99999998,0.00155,11.5,11.5,3,1.0986122886681096,0,0,0,0,0,523333.6666666667,0.24,3,523333.6666666667,15001825925.0,5000608641.666667,523333.6666666667,0.6666666666666666,0.0,0.08695652173913043,0,🐋 Whale,0.8939363017110407,1.7658604028372993
23zsbbgcgMhaKxdMZJYbQELjQ66woQq6ECGeKQzJ2g8z,10000,0,1,0,0,0,0.0005975,0.001194,0.0005975,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,5000.0,2.0,2,5000.0,1195000.0,597500.0,5000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5228363596831537,0.39491283995560345
248DfFSbwnXmHNJ3H346TBz1EdBQUf7XnjSrgRaYsDUr,22000,1,1,0,0,5z3EqY...:1,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,0,0,22000.0,1.0,1,22000.0,0.0,0.0,22000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.33374886757828154,-0.5753566875076086
24Lc7PaxC2bnJTz57tpokLqbV1GHtUxbn4j6NoyVsVTb,100000,0,1,0,0,0,0.014,0.014,0.014,0.0,0.0,1,0.0,0,0,0,0,0,100000.0,1.0,1,100000.0,14000000.0,14000000.0,100000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32197423263257996,-0.40776248318188435
24QFuTfR4GWRtuFyX1iRqzjP2UT6W7edKG99WxneKW1i,10000,0,1,0,0,0,0.0005975,0.001194,0.0005975,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,5000.0,2.0,2,5000.0,1195000.0,597500.0,5000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5228363596831537,0.39491283995560345
24SP2K3jPxW7fsyEX3LmAyQ7RdzaiJqutkKUS8epfKz1,1000000,0,1,0,0,0,0.02185928,0.02185928,0.02185928,0.0,0.0,1,0.0,0,0,0,0,0,1000000.0,1.0,1,1000000.0,21859280.0,21859280.0,1000000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.30674540418790486,-0.044939566653137565
25NTzBci2cHtVscQjXQawtUtPTp6zjvi8VSdCBLswnsq,10000,0,1,0,0,0,0.0150005,0.03,0.0150005,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,5000.0,2.0,2,5000.0,30001000.0,15000500.0,5000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5228434882271268,0.3950961553761094
25Qq3oYeenAvjje5iVnWyXmUK77kELQsRxw58DYVzrj8,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
26CpQQZrjJpZtj4k4LZLsBy6jcFw8ggFXRqF6R53nAye,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
26VHpJhrqVrRwdUT5JMK5N6xvr2QTLYRUSmAcptV6axe,20000,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,20000.0,1.0,1,20000.0,1000.0,1000.0,20000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32333026424093125,-0.4401230143397756
26iL7NdESvQnSTXKqPPMiqK2U17D1fx2wwomN8H6MWyh,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
27tioeBcfTgkaGZwaTb5zkNmA2JtKD5DYgyHmsVBNdN6,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
284zBKPMdK3ZV1U4JaXJRt8Ddwga1XxmamVFGNKbSSSS,5000,0,1,0,0,0,0.028003815,0.028003815,0.028003815,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,28003815.0,28003815.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235790903304022,-0.4459382193223031
28UJP2HmgBVQ9ZakaWYVEXuuSi4iLM57pkhcGEP4FXcg,2933462,0,1,0,0,0,0.002745362,0.004286615,0.002745362,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,1466731.0,2.0,2,1466731.0,5490724.0,2745362.0,1466731.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5475689937869694,0.9841122143941503
28nmYWJfmkrPuDRTz5fagwZTwHyR2R1yCAfs1vL9mnBV,110002,0,1,0,0,0,0.0052539635,0.008,0.0052539635,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,55001.0,2.0,2,55001.0,10507927.0,5253963.5,55001.0,0.5,0.0,0.0,0,🟢 DeFi User,0.523684649864813,0.4151257391246616
28t2GyLTec7CPLHqtvJSk5ZJLz3dTh48sFFX3zvECqed,6010000,0,1,0,0,0,0.001919402,0.003,0.001919402,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,3005000.0,2.0,2,3005000.0,3838804.0,1919402.0,3005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5735951309634831,1.6041234984772657
291CHydMQHPn6uequFUcAoFbpffVxtJWVQTaZV26hXQe,10050,0,1,0,0,0,0.090002614,0.090002614,0.090002614,0.0,0.0,1,0.0,0,0,0,0,0,10050.0,1.0,1,10050.0,90002614.0,90002614.0,10050.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32348265600624787,-0.44339182645615055
294nyGGspiLDw1xA2KJj7D1XjwXL3LusKDLuJsAZatzx,110000,0,1,0,0,0,0.028780827,0.028780827,0.028780827,0.0,0.0,1,0.0,0,0,0,0,0,110000.0,1.0,1,110000.0,28780827.0,28780827.0,110000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.321802418481487,-0.4036100319744504
29JhnDbHKyxZ7RtQSAoTRFVgMUe93fopEk4gAG2fHvsQ,4020000,0,1,0,0,0,0.00077292675,0.001,0.0007958535,13.0,18.384776310850235,2,0.6931471805599453,0,0,0,0,0,1005000.0,0.2857142857142857,4,1005000.0,3091707.0,772926.75,1005000.0,0.25,0.0,0.07692307692307693,0,🟢 DeFi User,0.7452666791813445,1.0754048018799147
29irTBrMgJs5FzN2eq1RkNhQovcDHuasjoisMBfwbZmj,45000,0,1,0,0,0,0.5397971816666667,0.539991545,0.5399,22.0,6.0,1,0.0,0,0,0,0,0,15000.0,0.1304347826086956,3,15000.0,1619391545.0,539797181.6666666,15000.0,0.3333333333333333,0.0,0.045454545454545456,0,🐋 Whale,0.18694535763632117,0.31090413781948145
2AFQxa9Jfo4YBgTEXX5yB5bZjv6CwL3CZU2tC4JRjXq1,5000,0,1,0,0,0,0.002452328,0.002452328,0.002452328,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,2452328.0,2452328.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358362024091986,-0.44614878272900116
2ALfFABhmVg42XYQyBPM7sMwbmLERF2jxbLBMB8hqD8j,5000,0,1,0,0,0,0.00203428,0.00203428,0.00203428,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,2034280.0,2034280.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235836943548073,-0.44615222775789687
2AQdpHJ2JpcEgPiATUXjQxA8QmafFegfQwSLWSprPicm,2460000,0,1,0,0,0,0.2569749454166666,0.96817445,0.253514982,6.636363636363637,5.756778254177297,12,2.484906649788001,0,0,0,0,0,205000.0,1.5714285714285714,12,205000.0,3083699345.0,256974945.41666666,205000.0,0.08333333333333333,0.0,0.1506849315068493,0,🐋 Whale,2.1980603582519156,1.6615996720232658
2AwVsNP6iZLTVLUzYgAxrzc96KBwHAkzqZMKoMf9iKfy,44000,1,1,0,0,9WPTUk...:2,0.0,0.0,0.0,0.0,0.0,2,0.6931471805599453,1,2,0,0,0,22000.0,2.0,2,22000.0,0.0,0.0,22000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5126712513847529,0.2657175394654136
2Ay2s8LW3qFcHkCzErRA5EfDcJqsZhUjVXYwkV68XgB8,5000,0,1,0,0,0,0.217863,0.217863,0.217863,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,217863000.0,217863000.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235454310322564,-0.44437363731631213
2BRy2mF7KfYvj9VrmNSLawhoCdEa2iAa5aKejzWo9YU8,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
2BW36rtuevzYHeCWbgazfNJ7jFKxQjAQLCBn7R3FUJRX,2410000,0,1,0,0,0,0.0059,0.01,0.0059,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,1205000.0,2.0,2,1205000.0,11800000.0,5900000.0,1205000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5431422308842949,0.8786578615402619
2BXwzHRotdpZzbdeDJogXU631EQzT2kGTeYq4eCRDmaG,40050,0,1,0,0,0,0.008268,0.008268,0.008268,0.0,0.0,1,0.0,0,0,0,0,0,40050.0,1.0,1,40050.0,8268000.0,8268000.0,40050.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32298956520548444,-0.4319734426061282
2BbszRrtzgDrqvgUm4oQy4iKtKKfDNTuX4TqvytT7sKh,405000,0,1,0,0,0,0.218595,0.218595,0.218595,0.0,0.0,1,0.0,0,0,0,0,0,405000.0,1.0,1,405000.0,218595000.0,218595000.0,405000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3167775523225083,-0.28314176056754825
2CGEXMn6A3JxwySKG9VmGmu8dL4aeLxepi7mKY8xFBcy,125000,0,1,0,0,0,0.1439743236666666,0.191214724,0.165539642,2.0,2.0,3,1.0986122886681096,0,0,0,0,0,41666.66666666666,1.0,3,41666.66666666666,431922971.0,143974323.66666666,41666.666666666664,0.3333333333333333,0.0,0.5,0,🟢 DeFi User,1.0528766198483508,0.7469759172357204
2CMNwkzUn4tUPcAEfuyL38k2PkjfgSrHLr2PDuJsMC1r,5000,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,0.0,0.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358405500334286,-0.4461689917500269
2CfUFqe5eCT2LsyQ6NJ7xfoFmBeMzBoLy4cQZ6wdUzUz,136600,0,1,0,0,0,0.002447136,0.002447136,0.002447136,0.0,0.0,1,0.0,0,0,0,0,0,136600.0,1.0,1,136600.0,2447136.0,2447136.0,136600.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3213570317612143,-0.3931055226678785
2CuLiQT15d8MeKWJQ4mFZibwfRnbum2oDgzaMVgBAJY7,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
2D4ytqVvzZYCvhiEkZTdMTM4NcnnVxoC1i4CeXn5KRSD,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
2DE5nT5R2ZqWGHKsgwCFdv8t45z3LdBbyF6G613TkuEb,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
2DNm5sTheDW1gFn37oCFDEcTD17PB3evQVXyc3Z8E6bY,10000,0,1,0,0,0,3.916e-05,3.916e-05,3.916e-05,0.0,0.0,1,0.0,0,0,0,0,0,10000.0,1.0,1,10000.0,39160.0,39160.0,10000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3234994511991304,-0.44415334598577133
2Db2jhU6mxbQikdyCbN3jPMem9kyhJwbtsEKLoqgvtdC,80000,0,1,0,0,0,0.170373221,0.187777133,0.170373221,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,40000.0,2.0,2,40000.0,340746442.0,170373221.0,40000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5235125656046317,0.4111809364331612
2DbWdnrPNdDnuCyG99m9vBRNPj8vhY5JqksMr6KmYTgY,22000,1,1,0,0,7ZqzGz...:1,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,0,0,22000.0,1.0,1,22000.0,0.0,0.0,22000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.33374886757828154,-0.5753566875076086
2DtqBbmHzhibggudRUpcrLLxLunBtjUdor66zjKGcAfg,15800,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,15800.0,1.0,1,15800.0,1000.0,1000.0,15800.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32340132560476653,-0.441815885707236
2DvanjZP6SmAwQhbqoT8P9EwRbCdVFQWCoKDTRSC4xN9,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
2EAMtbkgHqCJZuLkG82Gsf67EZWERbsiwzUAJ4qS8cBT,44631,0,1,0,0,0,1.3,1.3,1.3,0.0,0.0,1,0.0,0,0,0,0,0,44631.0,1.0,1,44631.0,1300000000.0,1300000000.0,44631.0,1.0,0.0,0.0,2,🐋 Whale,-0.3226830520875334,-0.4194821636380515
2EANmsPRuttBjdjsPyRE2QEZyzATZsxrfyNRpDizyR5e,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
2EDU9dgfKje83egiseZzNUJpdGXJu72nxLsiDQ1HMDQU,10000,0,1,0,0,0,0.03042,0.03042,0.03042,0.0,0.0,1,0.0,0,0,0,0,0,10000.0,1.0,1,10000.0,30420000.0,30420000.0,10000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3234940651139037,-0.4439029850901902
2EVgbMTRb8shxChyHgGvszBEK6YFqxEjmb3UeRpN9hfo,3735000,0,2,0,0,0,0.012828504,0.022557008,0.012828504,3.0,0.0,2,0.6931471805599453,0,0,0,0,0,1867500.0,0.5,2,1867500.0,25657008.0,12828504.0,1867500.0,1.0,0.0,0.3333333333333333,0,🟢 DeFi User,0.45145762569721026,1.6753105011158256
2EWoQJ9TgTZav74GGRrtNoprsRwE94xFutYDXYQgQfnQ,6523806,0,1,0,0,0,0.0015,0.0015,0.0015,31.0,0.0,1,0.0,0,0,0,0,0,3261903.0,0.0625,2,3261903.0,3000000.0,1500000.0,3261903.0,0.5,0.0,0.03225806451612903,0,🟢 DeFi User,0.10856318033310089,1.4254885652046465
2EcEEYq7WTwABwzG3mBye2TA3vXyzbWQmounUWb9vRep,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
2F9QTUrXW3YfznxHRe3ZQVFX8ZGWn1rvJCueYZWVJL9x,10450,0,1,0,0,0,0.167003547,0.167003547,0.167003547,0.0,0.0,1,0.0,0,0,0,0,0,10450.0,1.0,1,10450.0,167003547.0,167003547.0,10450.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3234622371012644,-0.44259605520253525
2FtHLvMjnaixhAv73EKXoE9zxwVZmHyBBHwFyMeYsdVR,6010000,0,1,0,0,0,0.002413555,0.003,0.002413555,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,3005000.0,2.0,2,3005000.0,4827110.0,2413555.0,3005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5735953755369324,1.604129787852048
