wallet,tx_count,total_sent_sol,avg_tx_value,median_tx_value,max_tx_value,avg_fee,total_fee,fee_ratio,avg_tx_interval,std_tx_interval,unique_destinations,dest_entropy,token_diversity,mint_count,mint_ratio,type_system_transfer,type_spl-token_transfer,type_system_createAccount,type_spl-token_closeAccount,type_spl-token_transferChecked,type_address-lookup-table_extendLookupTable,type_spl-associated-token-account_createIdempotent,type_spl-associated-token-account_create,type_unknown,type_system_advanceNonce,type_system_createAccountWithSeed,type_spl-token_burn,type_spl-token_approveChecked,type_address-lookup-table_createLookupTable,type_spl-token_approve
1254XgfykRGHV8UiA9EnWz8qNkGsiGFu7bw6FhtbXNRj,2,0.006,0.003,0.003,0.004,4005000.0,8010000,4005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6BTRS6Z6U4p1AGY7cFiqd9AYpyhY5uqBTRq5pp6Ny16x,2,0.00412028,0.00206014,0.00206014,0.004,4005000.0,8010000,4005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FjQsy6dT1yv62raVnAP9YUZq7XwM8H2HduxMTn9HUcgT,2,0.004750984,0.002375492,0.002375492,0.004,4005000.0,8010000,4005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EuwbAemZ1RJC3t5JxRTgpc5jo8ZZxXa7b1NLZdsUDYcg,2,0.004145266,0.002072633,0.002072633,0.004,4005000.0,8010000,4005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5McjQ53SFybLJW6kt9CuFYoCXwFeBqUgVtwHWQZY6yT,2,0.004501234,0.002250617,0.002250617,0.004,4005000.0,8010000,4005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5w1mMG2QWes41FSaPQim1YZZiUbP5Nn8LwE6oAenf5Fv,2,0.004005041,0.0020025205,0.0020025205,0.004,4005000.0,8010000,4005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
asTtzUEF6QoTfyKZWh6x6D7Bw2rRZ2JoNdvoTgN2vop,2,0.004121059,0.0020605295,0.0020605295,0.004,4005000.0,8010000,4005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5pQQAHyGiZmDXLmf4v3WbNEEmyUVf5QHstuM5F2UJ82M,2,0.011062513,0.0055312565,0.0055312565,0.006062513,5005001.0,10010002,5005001.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6kbfsE56ApCiNxhT6wgJbg6PBxTMPgd8bE4V8EiS6ysY,2,0.00325,0.001625,0.001625,0.002,1255000.0,2510000,1255000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BSrQTaJ1w75ibNkTXydAvyDnWxPSVTzsL7ArzZhnRsEj,2,0.008,0.004,0.004,0.006,6005000.0,12010000,6005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DQqLSiB9g7ynZiv5HhYXYHbUwdpdausyS1jFPn6zGAkp,2,0.00618904,0.00309452,0.00309452,0.006,6005000.0,12010000,6005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4TmNUZMQAswDGEMBsGRmoUXa7SmgC4JNWvxgFP5RoF4A,2,0.005,0.0025,0.0025,0.004,4005000.0,8010000,4005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CMmbdDp48WUTRVTwQGd9xyGsVTo5pUhdVPVRq2ZDSdsN,2,0.10015,0.050075,0.050075,0.1,360000.0,720000,360000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2dF3zxuLpkuPKiDjMKhrgbmFMPMrNdK3KBsiexFBrvJt,2,0.150149999,0.0750749995,0.0750749995,0.149999999,360000.0,720000,360000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GwQytgbJAgmAnk3AFo41M5aTpgstnc2ys3C6rNAXYRsH,2,0.008932124,0.004466062,0.004466062,0.006232124,55001.0,110002,55001.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7eL7PN2yfCutQD7J9txCrtk3SSjzPoJKVY1LXhe1Euz9,2,0.008,0.004,0.004,0.005,3005000.0,6010000,3005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2iT1GzujfPkD5sGtYGdgTrJArXMibuBKvRnRUTEbZvXm,2,0.10015,0.050075,0.050075,0.1,360000.0,720000,360000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3D6jeekBmHz2hLg8vqUgAaSu4kEpEg4EnCZ9irWHQRsW,2,0.016502226,0.008251113,0.008251113,0.01,6506457.0,13012914,6506457.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HPw3kxCUN2HpeWPQWxFapzPvashsXu6oKutpo15kg9Pb,3,0.004989355,0.0016631183333333333,0.001438388,0.002207992,5000.0,15000,5000.0,8.0,7.0,2,0.6365141682948128,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGFKgFnixhbWcQuM9tcUVN8x4Wo32XvgsLnjx9REbqHA,1,0.000275945,0.000275945,0.000275945,0.000275945,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZjUsReBd4bgeQ57brmV3kNNnMvmVHseyEYi1esKiG5s,1,0.003000464,0.003000464,0.003000464,0.003000464,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HkFruTNZNt8g2zou9GYJUE7GXL7gvCyDoEH1ytjFpzpi,1,0.013003385,0.013003385,0.013003385,0.013003385,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78frkp43i9vrg82rS1ac5apvbppeHmHefWF4S9HjfYrr,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9WLsbCFprj4s1G2eMpUCTLDKd31oMx5ahgXRZwxmWAa5,2,3.997245498,1.998622749,1.998622749,1.998883998,8500.0,17000,8500.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6uLYxPCxNHydxGzWbPLfy7k6YBSd1uRiWggMLBgXsidy,1,0.0008,0.0008,0.0008,0.0008,1505000.0,1505000,1505000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GtE6evcUAkoAJmRaqT1ifaLE7KMwoSucuXmdqw4D99uv,3,0.000236209,7.873633333333333e-05,8.0886e-05,0.000103804,5000.0,15000,5000.0,15.5,8.5,1,0.0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GqhJprwydtUdE8f9rUNbiu7t8GjTddGLg6Ph6jvSVTHF,1,0.00015,0.00015,0.00015,0.00015,360000.0,360000,360000.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5EVQ8QR7b3i7bjMMg53jjXTnpur9cwa966mC2duep4M3,2,0.02200745,0.011003725,0.011003725,0.011003764,5000.0,10000,5000.0,12.0,0.0,2,0.6931471805599453,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKMVeW8XLjV7UBSeC3ZsVvKhg2bFAktTcwxHCTZwQ97A,2,0.006928481,0.0034642405,0.0034642405,0.006,6005000.0,12010000,6005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4JuXPL5FBdHMwZnT3bJPRqG1zjWU9zw53eCw1VH678zA,2,0.012001919,0.0060009595,0.0060009595,0.009001919,9006457.0,18012914,9006457.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A1iptkJ83Va8drWMrejhdALQGrm1enR4UW76Vkwqzdoy,1,9e-05,9e-05,9e-05,9e-05,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8j5c4yRa2QCKWiiTbnxseYiLU2136KtFfg8FfUwLL2hi,2,0.01,0.005,0.005,0.008,55001.0,110002,55001.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6gQwBVybr1ED9ane5U4ABVF9iouwdKsCowf1tAQgC1ej,1,0.00118277,0.00118277,0.00118277,0.00118277,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELoHs26hBmvXeNxnb1daKEaUs3XugfEHreQ1zNioNJJy,1,0.0005,0.0005,0.0005,0.0005,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2miQsjUwCfarFg6VpWJDszxigvuBBag3ThMUXSLcVe22,2,4.226363944,2.113181972,2.113181972,4.225863944,6000.0,12000,6000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ZaggyLZFtTQpQ83yNL5oVqJf74G1B4EjPdtweuBFze2,2,0.016601037,0.0083005185,0.0083005185,0.008300808,5000.0,10000,5000.0,40.0,0.0,2,0.6931471805599453,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9TVHiJkA7DwENJjTkLqmGuk21jxAEd7HRUM7zDbYZMMp,1,0.013003041,0.013003041,0.013003041,0.013003041,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77ZLGcmkAw5s2spCaMLMYzTwrcj6nNt3yBhPGepf1cEs,1,0.013003663,0.013003663,0.013003663,0.013003663,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9DQbbTTVcv5yoW5vPp5HsuGsbjcd4v3jbvEnYYmGRJ9S,2,0.064286132,0.032143066,0.032143066,0.046286132,55001.0,110002,55001.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D2HQX7HGoWGGgdiv8sEMFZ3rpkznF9bzd4ofJXFB4dh7,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbb7sW8JP7QU2kKJ1AeQ912YLGamdPa4VvU8F4EKkV6,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cjdY4oAgDrBmPRydJxBwEg9NyA7nKNmfgZaWdjhobhm,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2yefeikGyuigF2knHhTH1qWnhkWbRMZ2o91v8L8cobDE,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8k6GTCr2x1dNHCiyxJjYP8m6aKyG18amdoUiSGK4U4fk,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8QpieAja6KZi7FSXmoDXNGBm2L72r4t37KevBTiV8Pkk,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dg6uvBmeSL1Ew877spZ5cSgvUAjHCrbL6npLaPivuTqp,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BuzixWj8rMFBXvxAshkVATnVL6QWpm7o8p3Vjtx8QT65,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9wSUxVZjczbaGXVsyYsadaBSfCSGRuV6KMVqN1yDLHnN,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6TjU39exaa7s8VUXgWJM2krUx5ToUGHW3X7CZdgPbhs8,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GVSm1UtyCkAvKck1rzS3vYFvWnsKbkWk8d2dgP5Xn76m,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5TKwrVVYCVJpUuvdW9NWx2LbMqAwNNtLjzPZcLpAoMpQ,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Uyyw9SvFPivt24AidCW4xs8R9BkXdnK8sqKr4fiw4a5,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FWumhppN2PaBsB3qnFDG9WrTaxsZRPg2SWZ3yeN4Wrfi,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HxgvQkGuePsNZ9yGbC1EqqF5NgfzjqGHM7mjZQGxY32h,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3PMgUC6285XBUfY8J62z7CHRy8u5vBsaihfY62kv4vNu,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973To3hnqe5yY8zSSrSrpHCJrnYGJqXj9Pg4ysADvRVW,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5S9pujS23vvqaw4cz7wvTuVUroZFByggDjHzBuep6Qhp,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DjcVq86wP6KEdzPdKdHy6QPkihMr3aLdDdCAG3Au85bN,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6oDsoG697mvTV3gRwANpNUjVqnHRh5KB6S7jA1QEfzZ8,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7n8ihryvNz3tnzsvGNUCguB5KiU8J8GPCW8gdUHbpcPn,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVX6iHtMvEz5u8qVBpshEeqtsap4XFLMbmZTskps9YdZ,1,1e-07,1e-07,1e-07,1e-07,5030.0,5030,5030.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EyqYPFiSL3LXBjhiaLZ44kfKnstGsv2ZaggXzVMxDx9X,2,2e-07,1e-07,1e-07,1e-07,5030.0,10060,5030.0,17.0,0.0,2,0.6931471805599453,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FpyVaoqZ7DRYSGdsEhYehFcDEJAiYmHott6rzvkcsjnT,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AoQB2PWWnT6URGH2Pg4cKmDg71UK4TbLxGsVpxS5wMUj,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hv8JdWJKVMKcd9AP1YBGxLdcJbEMhAkvzfCX69gm4giz,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCBDB2N6MjoAQ7QU2P5JwEwRjiheeVimcroMiTEPcP61,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X56PogV545JACDoDGubP6w3pdyUMrxPfKHJdqJ3Dk2S,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9NqNRe1L9HopxEREtY2UCSzbXWNmt3AMrbG9dDvH367E,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DvJaAtYMqN5d6QGyne4xCw4uNhWYUBUkMEdwKMamyEEq,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wqCfb8unMQBKUhzApiWz59LQjX8Mde7vwFe2XnGoQUj,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNataMSR74GtgCVmn8mXmDVc3E33Bs7xn3SHd5o9GPiQ,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9LGxFeYZFFfqxqah8kLMsgLyqMcosFJpkCUoTNySvaNr,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EjPn2SyJ5HUNwiuDbkYG2kC4qAiAn6WzV11w4EAzeiTB,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AhCm5Q2um6mKEknnj2EXTa8sicHttvWrMYevRzMWBPad,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAH7ZqQwwbqmCyVaKXtEY4HEChhUwScjpaHpMcNZjmgN,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c99Th9s1mfpzmsDoHejHsG2EqcHayBung2UU29m7M7N,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9TicaKCM4UbzcPAP75ztpHPp2trYzRRknLRhqu7SJvBP,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTuRBFkkb2N2c5CXis1meyRiyxJDF79K2wfKJnDX3yng,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5jQi99rYsdnqn3onJbAhtFi6sAsyTUYdBD1ATQsXUv7,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32a5CroBhYJHUVPi299yVfLGHTT3RkF4yHwyXezHfZru,1,0.15297647,0.15297647,0.15297647,0.15297647,15000.0,15000,15000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3hKxDotA3wfLPTtwCAV2wLoJ1dZjmtezet27NqFHTq61,1,0.001,0.001,0.001,0.001,15000.0,15000,15000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eg7wK8kpgNxBRdhWRZQRqwhfxArBFmTdcCQKd9EHWuBc,1,1.884213842,1.884213842,1.884213842,1.884213842,15000.0,15000,15000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMFDPk4zGZYVd2LnrddntM8AYWK78kHtCnNCgdjeFRay,1,1e-06,1e-06,1e-06,1e-06,25000.0,25000,25000.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUuuZjGeSFvVuNC32mne6rcnbkcjsRDDpw6nYFMM83bV,1,1e-06,1e-06,1e-06,1e-06,25000.0,25000,25000.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8jyE2TiM1THM5JQjQCozM8tyojj13iKoKqVff8zhYw4t,1,1e-06,1e-06,1e-06,1e-06,25000.0,25000,25000.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G7zym2Y5xgzVEqytSdvskSkP77Btp6eAmGZEcox5dR85,1,1e-06,1e-06,1e-06,1e-06,25000.0,25000,25000.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreu7iVYhXx4Qgb548ScyCZZw3UQSrD3fMyhGnhiHFEh,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DkpAiETunyT8YXHx5mYt6kKirmYCU9qNt9ujkGq5fmo6,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLuvNKpTCrwK7Atv4ygvvo3ENbZDVSmGhonq1dsAib2w,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4C8rBwoperr8U8UAvoMjE63rMA32jauidWbGuGYgWw9,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HZuN5ydzEdFDC2LjoDBYj7iWeFYcU264xVuXuKPWAch,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3sbYd2rz26yzyLjJsRbhCGvndt9v1hVvxMbewSX7pyxC,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTKvfSjsDNu21u2m4KVgWd3eAMeD4mALWmpA291Uv911,1,0.015,0.015,0.015,0.015,6005945.0,6005945,6005945.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MzNrZ9sok4MJBcc5UDwp4cK5NUz3mbaELbHNk68aYNi,1,1.446192962,1.446192962,1.446192962,1.446192962,2005000.0,2005000,2005000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBzELf3ShjbdYMfJjKbpJrb1uyfo7GPYmgJqFLvKGr1K,1,0.0,0.0,0.0,0.0,1005000.0,1005000,1005000.0,0.0,0.0,1,0.0,1,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E7PiXphgote5VQSoCRA2XLU2Kiq4a868PhsU4oUqgu1t,1,9e-05,9e-05,9e-05,9e-05,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89CU3jYmfBFbEuxrFgTa6ozQV13Ju4s27kFehxiA7eRg,1,9e-05,9e-05,9e-05,9e-05,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTifwUHnaVdhrPx2nyuz5SViuSMCj9VikpLZxcvCZ52a,1,0.00118277,0.00118277,0.00118277,0.00118277,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fkf8dWH2roweqJLK5dH2qZw7nvEZ3KKUey5WCS5tmMPz,2,1.133814909,0.5669074545,0.5669074545,1.133314909,255000.5,510001,255000.5,0.0,0.0,2,0.6931471805599453,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
J1Jx3T4cbhnihdkUs4P35kRqKshJncvr3oTWQHMSktks,2,0.006900765,0.0034503825,0.0034503825,0.006,6005001.0,12010002,6005001.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65VwhiAqkCVvKczAT2FZccs66QN7bnLkuQVdpRn8YVgA,1,2.4102e-05,2.4102e-05,2.4102e-05,2.4102e-05,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48vxMUCtsanpRUGg3NyYB1J4gFXajed3jZaJLZRHk4sZ,2,0.018834913,0.0094174565,0.0094174565,0.018,55001.0,110002,55001.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
